rus	shughni	bajuv	shakhdari	barvaz	gender	comment	collocation_rus
мачеха	нāнеʒ				ж		
маш	моx̌				ж		
маята	газдӯд						
маячащий	бизук						
мгла	тумāн, хокбораx̌				м		
мгновение	нафас				м		
меблировка	фарчи хẙнā						
мед	асал				ж		
медаль	медāл				ж		
медальон	аqêq						
медведь	йӯрx̌, хирс				м		
медиатор	захмак				м		
медикаменты	дори-бори						
медицина	тиб				м/ж		
медленный	ойистā						
медлительность	сусткори ж, шафтали м						
медлительный	шафтал, пилāwд, сусткор						
медник	мисгāр				м		
медный	мисин						
медь	мис, м биринj						
межа	возā(к), падвоз				м		
между	мобен, дар-мобайн, миðен, байни						
международный	байнулхалқ???и						
мел	гāч						
мелкий	резā, нāрм, майдā, хамāк, регич						
мелко	хӣч, майдā						
мелкогорье	пуx̌тā				м		
меловой	гāчин						
мелочный	тӣнтак						
мелочь	хӣч(и), ночӣз						
мель	ситуп м, пӯд ж						
мельник	хидорjбẙн/дор						
мельница	хидорj				м		
мельничный	ящик дẙр				ж		
меньше	буцди, дӯсди						
менять	парðāð: парðод, бидāл с. (кин)						
мерзнуть	x̌ици:x̌ицод						
мерка	андозā, wулчак				м		
мероприятие	чорабӣни				м		
мертвец	мурðā						
мертвечина	арẙманд				м		
мерцать	пул:пулт						
мерщик	таноб-ðāðӣj						
месильщик	хамер-хê x̌ӣj						
месить	теw: теwд, хêx̌: хêx̌т						
местами	гā-jо						
мести	рẙб:рӯвд						
местный	jойдори, бунjойаки, чат						
место идолопоклонства	бутхẙнā						
месть	qисӯр м, интиqẙм						
месяц	мêст ж, мо						
метелка	видӣрмак				ж		
метеор	x̌итêрʒ				ж		
метис	дурагā				м/ж		
метка	ниx̌ẙнā				м		
метла	видӣрм, хоx̌-jорӯв/б				ж		
метод	усӯл, рапт				м		
метровый	чи-гāз						
меховой	пẙстин						
меченый	ниx̌ẙндор						
мечтатель	орзẙгāр, ишqи						
мешанка	азорзā						
мешковатый	пидмоw-рāнг						
миг	нафас				м		
миганье	цемаки, карθапаки				м		
мигрень	нимсāр, шаqêqā				м		
микроскоп	заррабӣн				м		
милая	jẙнẙнā, лайли				ж		
миленький	лолик						
миловидный	рāно						
милосердие	рāм(дили), мêрабẙни						
милосердный	рāмдил, мêрабẙн						
милостыня	садаqа, хайр				м		
мимо	пāли-пāли						
миндаль	бодẙм, тоq				ж		
минерал	мāдан				м		
миниатюрный	нозукбадан						
министерство	wазорат				м		
министр	wазӣр						
минус	тафрêq						
минута	даqӣqā				м/ж		
минутка	нафас				м		
мирно	тинj, чоj						
мирный	оx̌т, беɣурбат, тинj, чок, суллидӯст						
мирный договор	суллинẙмā						
миролюбивый	суллидӯст, сулпарwар						
миролюбие	суллидӯсти м, сулл(h)парwари						
мисочка	лаганд-биц				ж		
мифический	хидêр, хêx̌пичẙмч						
мишень	ниx̌ẙнā				м		
младенческий	кӯдаки						
младенчество	кӯдаки м, тилфи						
младше	ʒулди	буцди					
млечный путь	кāкашун, тирозийен						
мнение	фикри, далӣл				м		
мнительный	бадгумẙн, бадгӣмẙн						
многовато	хелак-рāнг						
многоводный	сер-x̌ац						
многогранно	фуктарафā, аматарафā						
многогранный	фуктарафā						
многодетный	серзирйот						
многодневный	цẙнд-меθā						
многозараядный	думболапур						
многозначный	сермāно/й						
многолюдность	серодами				ж		
многолюдный	серодам						
многонациональный	сермиллат						
многоопытный	пурдẙн, пуртаjрибā						
многосемейный	ижɣолдор						
многословный	пургӯй, сер-гāпи, пурфитӯр				м		
многочисленный	лап, сершумор						
многоэтажный	боло-хẙнадор						
множество	лапи м, x̌идух, фаwj						
могучий	зӯроwар, бодур						
могущественный	кẙмрẙн						
можно	мумкин, бофт, бӣноба залӯл						
мозг	мāɣʒ				м		
мозговитый	мāɣʒдор						
мозоль	илофч м, пāx̌м, санкӯв						
мокро	хист, wāзāн, чилап						
мокрота	балɣам				ж		
мол	ала, гӯйо						
молва	āwозā				ж		
молвить	лẙ:лẙвд						
молитвенный дом	jамоатхẙнā						
молить	зарв:зи/арвд						
молния	отиx̌ак, барq				м		
молодец	баракалло, офарӣн						
молодица	бача-зāн						
молодняк	гуj-wāрг						
моложавый	jивẙн-рāнг						
моложе	ʒулди	буцди					
молозиво	филā				м		
молот	хайаск				м		
молотильщик	x̌оj-дийӣj						
молотить	хаj:хӯст						
молотый	нāрм, йуɣjин						
молоть	сêw:сêwд						
молочай	x̌ӯвдак-wоx̌				м		
молочная пища	x̌увдин хирок				м		
молочник	билӯлак						
молочница	x̌ӯвд-вāрӣj				м/ж		
молочное	гāнj, x̌ӯвдин						
молочный	x̌ӯвдик, гāнj, боло-шӣр						
молча	тарайӯн, сомит						
молчаливо	хомӯx̌						
молчаливость	камгāпи				м		
молчать	фуx̌:фуx̌т						
молчи	x̌ат!						
моль	wêпцак				м		
молящийся	намозхẙн, шиздагар						
монгол	муɣул-бачā						
монета	тӣн м, тангā м/ж						
морг	мурðа-хẙнāм				ж		
моргание	карθапаки(-ðêд)						
морда	лиx̌о, нуск				м		
море	бар, дарйо				ж		
морить	риwойсен:риwойсент						
морковь	зардак				м		
морозит	ла ɣ̌ʒāанjӣвд						
морока	аɣʒирд						
моросить	цираq: цираqт, ца/ур: ца/урт						
морщина	jӣнг м, чӣн						
морщинистый	кампӣрак, jêq-рāнг						
москит	θêwнак				ж		
мост	йед				ж		
мотать	нанаjāð. ш. (барзӣн) ч. (чин)						
мотив	миqẙм ж, сабаб м						
мотивированный	сабабнок						
моток	калоwа, дастпеч, кāлак						
мотылек	парwẙнā				м		
мохнатый	хасwагӣр						
моча	миx̌ч(ак), (тар)мезак				м		
мочало	чирẙɣ̌j				м		
мочевой	пузырь пибӣзг ж, мезакдẙн м						
мочь	вāр-ðи: вāр-ðод, бāс						
мошенник	цифӣj, насак-нêðӣj						
мощный	зӯр(оwар), пурзӯр, сераракат, баафзол						
мрак	торики(стẙн)				м		
мрамор	мармар, цахмох				ж		
мститель	кӣн-зезӣj, интиqẙм-зêзӣj						
мстительный	кӣн-анjаjвӣj						
мудрец	пӣр, шêх, дẙни x̌манд						
мудрый	оqил, дẙно, хирадманд						
мужественно	шерамардwор						
